0,2.06531
1,1.39558
2,1.26883
3,1.21258
4,1.18048
5,1.15803
6,1.13927
7,1.12185
8,1.10506
9,1.08902
10,1.07413
11,1.06079
12,1.04925
13,1.0396
14,1.03173
15,1.02545
16,1.02051
17,1.01665
18,1.01366
19,1.01133
20,1.00952
21,1.00811
22,1.00699
23,1.00609
24,1.00537
25,1.00478
26,1.00428
27,1.00387
28,1.00351
29,1.00321
30,1.00294
31,1.0027
32,1.00249
33,1.0023
34,1.00213
35,1.00197
36,1.00183
37,1.0017
38,1.00158
39,1.00147
40,1.00136
41,1.00127
42,1.00118
43,1.0011
44,1.00102
45,1.00095
46,1.00089
47,1.00082
48,1.00077
49,1.00071
50,1.00067
51,1.00062
52,1.00058
53,1.00054
54,1.0005
55,1.00047
56,1.00043
57,1.0004
58,1.00038
59,1.00035
60,1.00033
61,1.0003
62,1.00028
63,1.00026
64,1.00024
65,1.00023
66,1.00021
67,1.0002
68,1.00018
69,1.00017
70,1.00016
71,1.00015
72,1.00014
73,1.00013
74,1.00012
75,1.00011
76,1.0001
77,1.0001
78,1.00009
79,1.00008
80,1.00008
81,1.00007
82,1.00007
83,1.00006
84,1.00006
85,1.00005
86,1.00005
87,1.00005
88,1.00004
89,1.00004
90,1.00004
91,1.00003
92,1.00003
93,1.00003
94,1.00003
95,1.00003
96,1.00002
97,1.00002
98,1.00002
99,1.00002
100,1.00002
101,1.00002
102,1.00002
103,1.00001
104,1.00001
105,1.00001
106,1.00001
107,1.00001
108,1.00001
109,1.00001
110,1.00001
111,1.00001
112,1.00001
113,1.00001
114,1.00001
115,1.00001
116,1.00001
117,1.00001
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,1
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,1
231,1
232,1
